adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/dXDFWWxiEb6tg4ojMWQJrSI0Tun.jpg,"[53, 27]",49797,ko,악마를 보았다,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",4.5825,/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,2010-08-12,I Saw the Devil,False,7.8,2762
False,/egKntJKzEL6HgalIyQ0Q5cMmDOA.jpg,"[53, 80, 9648]",65754,en,The Girl with the Dragon Tattoo,"Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",7.0652,/8bokS83zGdhaXgN9tjidUKmAftW.jpg,2011-12-14,The Girl with the Dragon Tattoo,False,7.376,7255
False,/ihdFypo7MyfJvDSjK7Sbnsjhu8H.jpg,"[28, 18, 53]",109424,en,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",5.0551,/2x8ida0rHokUv80Ah4eBNb2eXas.jpg,2013-10-10,Captain Phillips,False,7.538,7149
False,/uEqrGVBELVFaNVMOE4ExjLCMV3j.jpg,"[28, 53, 80]",51608,ko,아저씨,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,3.9999,/ld19CFIo27t41JXSGZdaPMUGTxh.jpg,2010-08-04,The Man from Nowhere,False,7.699,1382
False,/8r9RoGfwGmn1pn0G3sbvHHemSWF.jpg,"[18, 10402, 36]",277216,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",5.6044,/1CiLJx8Xtv3TbbFj6k7BboSmKgC.jpg,2015-08-11,Straight Outta Compton,False,7.787,4028
False,/wq1G9LMcu1VL2QvRTzwedonmpOH.jpg,[10402],822845,en,Madeon: Good Faith Live - Tokyo 2020,Madeon returns to Tokyo for Japan's arm of the Good Faith Live tour from 2019-2020.,0.1256,/bHWykgDHpkeHSQgjcbrXpAKvbyE.jpg,2020-01-17,Madeon: Good Faith Live - Tokyo 2020,True,0.0,0
False,/urBBFQrrVxy7T8uytrn7dOoHqZn.jpg,"[80, 53, 28]",13855,ko,추격자,"Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now.",2.5012,/hy49xJiKN1nakkN1ZmKuOf6vQYR.jpg,2008-02-14,The Chaser,False,7.749,1409
False,/hwPnxzIgQFfXl5zP0Yh8bViCMzf.jpg,"[14, 12, 28]",57158,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",11.638,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,2013-12-11,The Hobbit: The Desolation of Smaug,False,7.572,13603
False,/n4S9IhJI3UTq5GQMFg7qwC3kcI3.jpg,"[18, 9648]",37903,de,Das weiße Band - Eine deutsche Kindergeschichte,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,1.9603,/54dlnGDexrwAFlDb8HWKfmmX4LB.jpg,2009-09-24,The White Ribbon,False,7.483,1063
False,/4LRemkftqYK7OmmP88rJLTvGYHu.jpg,"[18, 53, 80, 9648]",15472,sv,Män som hatar kvinnor,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",3.7707,/6w0TKhfR0Rzby5SXxgfuI99Jrva.jpg,2009-02-27,The Girl with the Dragon Tattoo,False,7.528,3057
False,/v8Nf6Y1qL1Q3PWTBezXNPPaXqza.jpg,"[18, 36]",556984,en,The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,2.328,/ahf5cVdooMAlDRiJOZQNuLqa1Is.jpg,2020-09-25,The Trial of the Chicago 7,False,7.679,3164
False,/a2pPepVPtKY7E4XEkT7W3ZxUOY5.jpg,"[35, 18]",580175,da,Druk,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,2.746,/aDcIt4NHURLKnAEu7gow51Yd00Q.jpg,2020-09-24,Another Round,False,7.634,3510
False,/2kqmEQZqime0G3ULgrKtAq3WVdH.jpg,[18],45317,en,The Fighter,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",5.9302,/xfsFerGhO1h6rLk8vwLgMyQ8WVJ.jpg,2010-12-10,The Fighter,False,7.381,4495
False,/d9ISNkCasZmkvL7YFw2J4ddQv3j.jpg,"[28, 53]",8681,en,Taken,"Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter.",12.8967,/y5Va1WXDX6nZElVirPrGxf6w99B.jpg,2008-02-18,Taken,False,7.398,11618
False,/A63giQFJP4ABqNk4sLzegVeqVdl.jpg,"[18, 10752, 36]",14574,en,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",6.8581,/sLwYSEVVV3r047cjrpRAbGgNsfL.jpg,2008-05-07,The Boy in the Striped Pyjamas,False,7.827,7383
False,,[],394128,en,Once,"Filmed on a California beach, this arty outing features loin-cloth wearing actors silently telling the allegorical love story between Creation and Humanity on a lonely California beach.",0.1564,/yaGYRt588x6t6RJ0BfjOp7NxtuO.jpg,1973-09-01,Once,False,2.0,1
False,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",12.3497,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,2012-12-12,The Hobbit: An Unexpected Journey,False,7.361,18942
False,/s3kGgVwM946SWj3iXShDbeJALiT.jpg,[18],2014,de,Auf der anderen Seite,"The lives of six German-Turkish immigrants are drawn together by circumstance: An old man and a prostitute forging a partnership, a young scholar reconciling his past, two young women falling in love, and a mother putting the shattered pieces of her life back together.",2.607,/h3nhGrtmo7UfEhj6okUuOW6ooEn.jpg,2007-09-27,The Edge of Heaven,False,7.209,328
False,/prH7Lmo7V9GuMbhCaDCSa6kvZvs.jpg,"[18, 10749]",4347,en,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",8.1455,/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,2007-02-27,Atonement,False,7.643,4446
False,/hoyAALgfmjMEK7O1wZ4r8wT91RP.jpg,"[18, 53, 80]",64690,en,Drive,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",7.5599,/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,2011-09-15,Drive,False,7.584,13021
False,/dLL90vskYFn1S89RZp5TUguK9wl.jpg,"[18, 80]",4982,en,American Gangster,"Loosely based on the criminal career of Frank Lucas, a gangster from La Grange, North Carolina, who smuggled heroin into the United States on American service planes returning from the Vietnam War, before being detained by a task force led by Newark Detective Richie Roberts.",8.6228,/8sV6nWuKczuXRt0C6EWoXqJAj6G.jpg,2007-11-02,American Gangster,False,7.591,5699
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"[28, 12, 14, 878]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",20.9616,/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,2009-12-15,Avatar,False,7.593,32527
False,/y9zcjxEilWr44c4vJbEaLTgE0Uw.jpg,"[878, 18, 10749]",31011,en,Mr. Nobody,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",3.6082,/qNkIONc4Rgmzo23ph7qWp9QfVnW.jpg,2009-11-06,Mr. Nobody,False,7.805,5986
False,/vD15pg2cXynxeNIknyuvVH2sPx4.jpg,"[35, 18]",773,en,Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",5.3158,/wKn7AJw730emlmzLSmJtzquwaeW.jpg,2006-07-26,Little Miss Sunshine,False,7.7,7446
False,/l7XRMURNroPYajcqLlWxyzUlucW.jpg,"[28, 18, 36]",1579,en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",11.0575,/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg,2006-12-07,Apocalypto,False,7.595,5849
False,/9rMSCFH9zhv1vILpEZQlUJs9iUm.jpg,"[80, 28, 35]",4638,en,Hot Fuzz,"Former London constable Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",5.4576,/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,2007-02-14,Hot Fuzz,False,7.564,7886
False,/2fswjyrY3GEzeoVn6mF8pNeNcgf.jpg,"[18, 14, 10749]",4922,en,The Curious Case of Benjamin Button,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",10.3201,/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,2008-12-25,The Curious Case of Benjamin Button,False,7.595,13207
False,/emjsLzI7WwCfcEFty4yvA3Bm5AA.jpg,"[18, 10749]",4251,hi,वीर-ज़ारा,"Squadron Leader Veer Pratap Singh, a pilot in the Indian Air Force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.",3.7797,/j267YqLvKAHeyykTflxzpgVgviQ.jpg,2004-11-12,Veer-Zaara,False,7.418,282
False,/iVnsOj0MtVE1lzfillNAPqCdhpR.jpg,"[18, 35, 80]",1023,da,Adams æbler,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,2.1876,/v5KtTI8uFWqOed7dL3nzAvOTCn2.jpg,2005-04-15,Adam's Apples,False,7.4,724
False,/x4OYcZVHggyZHOrvkCo2HH9kLkF.jpg,"[18, 10749]",4348,en,Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",12.1403,/jnsoq5q98DQaE8yw6WZH0F9dW5G.jpg,2005-09-16,Pride & Prejudice,False,8.062,8382
False,/qKxAghWoR2M8ZIheMpbHp8jeXFi.jpg,"[18, 12, 36]",9912,en,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",3.744,/vUIwPFAAXeCUuS040uGC0xSatcG.jpg,2005-10-12,The World's Fastest Indian,False,7.672,815
False,/mnppPdfdtKPNoRemzIZDwOKpgfv.jpg,"[16, 18, 35]",13398,ja,東京ゴッドファーザーズ,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",2.5227,/sPC66btzQlzuRdPKiSDYZ5Hvxgc.jpg,2003-12-05,Tokyo Godfathers,False,7.922,1376
False,/f9vGIwNFIfctU7vd4rg85csnMZm.jpg,"[878, 28, 12, 53]",16320,en,Serenity,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",7.0275,/4sqUOaPFoP2W81mq1UYqZqf5WzA.jpg,2005-09-25,Serenity,False,7.361,3663
False,/pMBKzEotLUzk3NuQiyVjZEDlH70.jpg,"[18, 10402, 10749]",69,en,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",4.9822,/zMkD6FVikyPNnigoupO7vD5ti9p.jpg,2005-09-13,Walk the Line,False,7.499,2982
False,/2EIiauBZJspEHEJQeSw7OvrFG3d.jpg,[18],11197,sv,Ondskan,"Stockholm, in the 1950s.  Erik is expelled from the local school for getting into one brawl too many. To protect Erik from his violent stepfather’s reaction to his expulsion, Erik's mother arranges for Erik to spend a year at Stjärnsberg Boarding School, the only school willing to accept him. This is Erik's last chance to graduate to Upper School and he promises his mother, for his and her sake, to do all he can to stay out of trouble.",2.9551,/a4qQlHDWshHGEbJWfCoKKlzgsh.jpg,2003-09-16,Evil,False,7.321,366
False,/bWoa6FtpnD2qByTVTmL5pAZUAKv.jpg,"[10749, 18]",11036,en,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",15.2271,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,2004-05-25,The Notebook,False,7.891,12030
False,/o6Ln9kTC4ZrHZNUhWLOwBfUvqXU.jpg,[18],1653,es,Diarios de motocicleta,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",1.6636,/qz2aBYT8CAiJYvX4fRZpJ5G0Oz1.jpg,2004-02-06,The Motorcycle Diaries,False,7.429,1342
